step,target_loss_component,decoded_distance_reference,learning_rate,total,target,latent,decoded,physiological,weighted_target,weighted_latent,weighted_decoded,weighted_physiological,decoded_joint,target_confidence_component,target_focal_component,target_vc_component,target_vc_latent_posterior_kl,target_vc_discriminator_kl,target_vc_class_prior_kl,typicality,discrepancy,weighted_typicality,predicted_class,target_probability,success,probability_0,probability_1,gradient_norm,typicality_threshold,typical,optimization_success,decoded_valid,decoder_latent_rmse,d_z,decoded_joint_target_probability,decoded_joint_predicted_class,delta_dec_joint,selected_step_so_far
10,confidence,original_reconstruction,0.01,3.6774608815903775e-06,0.0,2.625238266773522e-05,1.0522224329179153e-05,33.07792282104492,0.0,2.625238266773522e-06,1.052222501130018e-06,0.0,1.0522224329179153e-05,0.0,0.00044050620635971427,0.0,0.0,0.0,0.0,0.0,0.39373964071273804,0.0,1,0.9852141737937927,True,0.01478585321456194,0.9852141737937927,2.9659245228685904e-06,0.678627684362383,True,True,True,0.005123707931488752,0.08082432299852371,0.6554566025733948,1,0.00324379769153893,3
11,confidence,original_reconstruction,0.01,4.027997420052998e-06,0.0,2.8741464120685123e-05,1.1538506441866048e-05,33.06904983520508,0.0,2.8741465030179825e-06,1.1538506896613399e-06,0.0,1.1538506441866048e-05,0.0,0.00033207255182787776,0.0,0.0,0.0,0.0,0.0,0.3935011029243469,0.0,1,0.9871560335159302,True,0.012844023294746876,0.9871560335159302,3.104562892985996e-06,0.678627684362383,True,True,True,0.005361106712371111,0.08320323377847672,0.6553015112876892,1,0.0033968377392739058,3
12,confidence,original_reconstruction,0.01,4.3545724111027084e-06,0.0,3.107558222836815e-05,1.2470140063669533e-05,33.0604248046875,0.0,3.107558313786285e-06,1.2470139836295857e-06,0.0,1.2470140063669533e-05,0.0,0.00026102273841388524,0.0,0.0,0.0,0.0,0.0,0.39328762888908386,0.0,1,0.9886084794998169,True,0.011391484178602695,0.9886084794998169,3.219495738449041e-06,0.678627684362383,True,True,True,0.005574547685682774,0.08525129407644272,0.6551929712295532,1,0.003531308611854911,3
13,confidence,original_reconstruction,0.01,4.6595332605647855e-06,0.0,3.3257609175052494e-05,1.333772343059536e-05,33.053062438964844,0.0,3.3257608720305143e-06,1.3337723885342712e-06,0.0,1.333772343059536e-05,0.0,0.0002121232682839036,0.0,0.0,0.0,0.0,0.0,0.3930983543395996,0.0,1,0.9897279143333435,True,0.010272154584527016,0.9897279143333435,3.3364578939654166e-06,0.678627684362383,True,True,True,0.005766941234469414,0.08702452480792999,0.655110239982605,1,0.0036520848516374826,3
14,confidence,original_reconstruction,0.01,4.942245595884742e-06,0.0,3.529215246089734e-05,1.4130304407444783e-05,33.046321868896484,0.0,3.5292152915644692e-06,1.4130304180071107e-06,0.0,1.4130304407444783e-05,0.0,0.0001775511773303151,0.0,0.0,0.0,0.0,0.0,0.39292919635772705,0.0,1,0.9906001091003418,True,0.009399865753948689,0.9906001091003418,3.4023698844976025e-06,0.678627684362383,True,True,True,0.00594071950763464,0.08855805546045303,0.6549568176269531,1,0.0037590297870337963,3
15,confidence,original_reconstruction,0.01,5.204599347052863e-06,0.0,3.71849637303967e-05,1.4861028830637224e-05,33.04022979736328,0.0,3.7184963730396703e-06,1.4861028603263549e-06,0.0,1.4861028830637224e-05,0.0,0.00015190518752206117,0.0,0.0,0.0,0.0,0.0,0.39277729392051697,0.0,1,0.9913039207458496,True,0.008696112781763077,0.9913039207458496,3.4834422422136413e-06,0.678627684362383,True,True,True,0.006097947247326374,0.08991334587335587,0.6549171209335327,1,0.0038550004828721285,3
16,confidence,original_reconstruction,0.01,5.4470788199978415e-06,0.0,3.8942500395933166e-05,1.552828325657174e-05,33.0346565246582,0.0,3.894250312441727e-06,1.5528283938692766e-06,0.0,1.552828325657174e-05,0.0,0.00013250252231955528,0.0,0.0,0.0,0.0,0.0,0.3926408290863037,0.0,1,0.9918770790100098,True,0.008122864179313183,0.9918770790100098,3.5648893117468106e-06,0.678627684362383,True,True,True,0.006240392569452524,0.0911032035946846,0.6548395752906799,1,0.003940593916922808,3
17,confidence,original_reconstruction,0.01,5.671177405019989e-06,0.0,4.0571623685536906e-05,1.614014763617888e-05,33.02959442138672,0.0,4.057162641402101e-06,1.614014763617888e-06,0.0,1.614014763617888e-05,0.0,0.00011748605902539566,0.0,0.0,0.0,0.0,0.0,0.3925192654132843,0.0,1,0.9923502802848816,True,0.007649641018360853,0.9923502802848816,3.631384288382833e-06,0.678627684362383,True,True,True,0.006369585637003183,0.09215856343507767,0.6547998785972595,1,0.004017480183392763,3
18,confidence,original_reconstruction,0.01,5.876924205949763e-06,0.0,4.207939127809368e-05,1.6689849871909246e-05,33.02487564086914,0.0,4.207939127809368e-06,1.668984964453557e-06,0.0,1.6689849871909246e-05,0.0,0.00010567368735792115,0.0,0.0,0.0,0.0,0.0,0.3924085199832916,0.0,1,0.9927443265914917,True,0.007255698554217815,0.9927443265914917,3.681240741570946e-06,0.678627684362383,True,True,True,0.006486862897872925,0.09309422969818115,0.654639482498169,1,0.004085320979356766,3
19,confidence,original_reconstruction,0.01,6.065469733584905e-06,0.0,4.3472900870256126e-05,1.7181795556098223e-05,33.02190399169922,0.0,4.347290087025613e-06,1.7181795328724547e-06,0.0,1.7181795556098223e-05,0.0,9.627074905438349e-05,0.0,0.0,0.0,0.0,0.0,0.392310231924057,0.0,1,0.9930740594863892,True,0.006925895344465971,0.9930740594863892,3.736858616321115e-06,0.678627684362383,True,True,True,0.006593398284167051,0.09391824156045914,0.654466986656189,1,0.0041450927965343,3
20,confidence,original_reconstruction,0.01,6.239005870156689e-06,0.0,4.4759151933249086e-05,1.7630904039833695e-05,33.01826095581055,0.0,4.475915375223849e-06,1.763090381246002e-06,0.0,1.7630904039833695e-05,0.0,8.856567728798836e-05,0.0,0.0,0.0,0.0,0.0,0.39222079515457153,0.0,1,0.9933565258979797,True,0.006643478758633137,0.9933565258979797,3.7873639939789427e-06,0.678627684362383,True,True,True,0.006690227892249823,0.0946631133556366,0.6543806791305542,1,0.004198916722089052,3
21,confidence,original_reconstruction,0.01,6.398006917152088e-06,0.0,4.594502752297558e-05,1.8035038010566495e-05,33.01548385620117,0.0,4.594503025145968e-06,1.803503778319282e-06,0.0,1.8035038010566495e-05,0.0,8.221070311265066e-05,0.0,0.0,0.0,0.0,0.0,0.3921394944190979,0.0,1,0.9935989379882812,True,0.006401021033525467,0.9935989379882812,3.824199211521773e-06,0.678627684362383,True,True,True,0.006778276059776545,0.09532896429300308,0.6541528701782227,1,0.0042467680759727955,3
22,confidence,original_reconstruction,0.01,6.542923983943183e-06,0.0,4.703714876086451e-05,1.8392089259577915e-05,33.012882232666016,0.0,4.703715148934862e-06,1.839208948695159e-06,0.0,1.8392089259577915e-05,0.0,7.696706597926095e-05,0.0,0.0,0.0,0.0,0.0,0.39206695556640625,0.0,1,0.9938061237335205,True,0.00619388185441494,0.9938061237335205,3.855626800941536e-06,0.678627684362383,True,True,True,0.006858363281935453,0.09592317789793015,0.6541632413864136,1,0.004288599826395512,3
23,confidence,original_reconstruction,0.01,6.6755342231772374e-06,0.0,4.8041893023764715e-05,1.871345011750236e-05,33.01116180419922,0.0,4.8041893023764715e-06,1.8713450344876037e-06,0.0,1.871345011750236e-05,0.0,7.251697388710454e-05,0.0,0.0,0.0,0.0,0.0,0.3920004367828369,0.0,1,0.9939875602722168,True,0.006012480705976486,0.9939875602722168,3.883849331032252e-06,0.678627684362383,True,True,True,0.006931225769221783,0.09646119922399521,0.6541460156440735,1,0.004325904417783022,3
24,confidence,original_reconstruction,0.01,6.79480081089423e-06,0.0,4.896536120213568e-05,1.898264599731192e-05,33.0097541809082,0.0,4.896536211163038e-06,1.898264599731192e-06,0.0,1.898264599731192e-05,0.0,6.875677354400977e-05,0.0,0.0,0.0,0.0,0.0,0.3919413387775421,0.0,1,0.9941452741622925,True,0.005854670889675617,0.9941452741622925,3.8743787627026904e-06,0.678627684362383,True,True,True,0.006997525226324797,0.09693992882966995,0.6540545225143433,1,0.004356907680630684,3
25,confidence,original_reconstruction,0.01,6.90373417455703e-06,0.0,4.9813355872174725e-05,1.922398769238498e-05,33.0076789855957,0.0,4.981335678166943e-06,1.922398723763763e-06,0.0,1.922398769238498e-05,0.0,6.553861021529883e-05,0.0,0.0,0.0,0.0,0.0,0.3918878436088562,0.0,1,0.9942837357521057,True,0.005716266576200724,0.9942837357521057,3.892552740580868e-06,0.678627684362383,True,True,True,0.007057857699692249,0.09737500548362732,0.6538887619972229,1,0.00438451673835516,3
26,confidence,original_reconstruction,0.01,7.002837264735717e-06,0.0,5.059135582996532e-05,1.9437018636381254e-05,33.00611114501953,0.0,5.0591356739460025e-06,1.9437018181633903e-06,0.0,1.9437018636381254e-05,0.0,6.279371154960245e-05,0.0,0.0,0.0,0.0,0.0,0.39183783531188965,0.0,1,0.9944045543670654,True,0.005595403723418713,0.9944045543670654,3.9118440327001736e-06,0.678627684362383,True,True,True,0.007112760096788406,0.09776832163333893,0.6539613008499146,1,0.004408743232488632,3
27,confidence,original_reconstruction,0.01,7.09236064722063e-06,0.0,5.130454519530758e-05,1.9619057638919912e-05,33.00486373901367,0.0,5.1304546104802284e-06,1.9619058093667263e-06,0.0,1.9619057638919912e-05,0.0,6.045000918675214e-05,0.0,0.0,0.0,0.0,0.0,0.39179497957229614,0.0,1,0.9945098161697388,True,0.005490146577358246,0.9945098161697388,3.917922640539473e-06,0.678627684362383,True,True,True,0.0071627190336585045,0.09811314940452576,0.6538887619972229,1,0.004429340362548828,3
28,confidence,original_reconstruction,0.01,7.173509402491618e-06,0.0,5.1957798859803006e-05,1.977729334612377e-05,33.00439453125,0.0,5.195779976929771e-06,1.977729425561847e-06,0.0,1.977729334612377e-05,0.0,5.833360046381131e-05,0.0,0.0,0.0,0.0,0.0,0.3917538523674011,0.0,1,0.9946066737174988,True,0.005393362138420343,0.9946066737174988,3.933662355848355e-06,0.678627684362383,True,True,True,0.007208175957202911,0.09843602031469345,0.6538645625114441,1,0.004447166807949543,3
29,confidence,original_reconstruction,0.01,7.246309905895032e-06,0.0,5.2555682486854494e-05,1.990741293411702e-05,33.0030517578125,0.0,5.2555683396349195e-06,1.990741338886437e-06,0.0,1.990741293411702e-05,0.0,5.655407949234359e-05,0.0,0.0,0.0,0.0,0.0,0.3917166590690613,0.0,1,0.9946894645690918,True,0.0053105526603758335,0.9946894645690918,3.945389835280366e-06,0.678627684362383,True,True,True,0.0072495294734835625,0.09872321039438248,0.6537730693817139,1,0.00446177227422595,3
30,confidence,original_reconstruction,0.01,7.311658009712119e-06,0.0,5.310247070156038e-05,2.0014107576571405e-05,33.00269317626953,0.0,5.310247161105508e-06,2.0014108486066107e-06,0.0,2.0014107576571405e-05,0.0,5.4965854360489175e-05,0.0,0.0,0.0,0.0,0.0,0.39168334007263184,0.0,1,0.9947644472122192,True,0.00523552019149065,0.9947644472122192,3.951779490307672e-06,0.678627684362383,True,True,True,0.00728714419528842,0.0989823192358017,0.6536729335784912,1,0.004473712760955095,3
31,confidence,original_reconstruction,0.01,7.371219908236526e-06,0.0,5.3602158004650846e-05,2.0110041077714413e-05,33.00213623046875,0.0,5.3602157095156144e-06,2.0110041987209115e-06,0.0,2.0110041077714413e-05,0.0,5.3575426136376336e-05,0.0,0.0,0.0,0.0,0.0,0.39165398478507996,0.0,1,0.9948310256004333,True,0.00516895204782486,0.9948310256004333,3.958964498451678e-06,0.678627684362383,True,True,True,0.00732134934514761,0.09921987354755402,0.6536176204681396,1,0.004484422039240599,3
32,confidence,original_reconstruction,0.01,7.423222086799797e-06,0.0,5.405845877248794e-05,2.0173763914499432e-05,33.00183868408203,0.0,5.405845968198264e-06,2.017376345975208e-06,0.0,2.0173763914499432e-05,0.0,5.232433613855392e-05,0.0,0.0,0.0,0.0,0.0,0.3916271924972534,0.0,1,0.9948916435241699,True,0.005108380690217018,0.9948916435241699,3.965097675973084e-06,0.678627684362383,True,True,True,0.007352445740252733,0.09943246096372604,0.6535969376564026,1,0.004491521045565605,3
33,confidence,original_reconstruction,0.01,7.470184755220544e-06,0.0,5.447484363685362e-05,2.022700573434122e-05,33.002166748046875,0.0,5.447484454634832e-06,2.022700527959387e-06,0.0,2.022700573434122e-05,0.0,5.124315794091672e-05,0.0,0.0,0.0,0.0,0.0,0.3916020393371582,0.0,1,0.9949446320533752,True,0.005055379122495651,0.9949446320533752,3.968688361055683e-06,0.678627684362383,True,True,True,0.007380707189440727,0.0996282622218132,0.6535847783088684,1,0.00449744425714016,3
34,confidence,original_reconstruction,0.01,7.511786861869041e-06,0.0,5.485451765707694e-05,2.0263352780602872e-05,33.00239181518555,0.0,5.485451765707694e-06,2.0263353235350223e-06,0.0,2.0263352780602872e-05,0.0,5.0267972255824134e-05,0.0,0.0,0.0,0.0,0.0,0.3915784955024719,0.0,1,0.9949929118156433,True,0.005007104482501745,0.9949929118156433,3.980320343544008e-06,0.678627684362383,True,True,True,0.007406383287161589,0.09980790317058563,0.6533567309379578,1,0.004501483403146267,3
35,confidence,original_reconstruction,0.01,7.549148904217873e-06,0.0,5.5200460337800905e-05,2.0291025066399015e-05,33.00135040283203,0.0,5.520046215679031e-06,2.0291024611651665e-06,0.0,2.0291025066399015e-05,0.0,4.940846702083945e-05,0.0,0.0,0.0,0.0,0.0,0.3915580213069916,0.0,1,0.9950358271598816,True,0.004964148160070181,0.9950358271598816,3.983498118032003e-06,0.678627684362383,True,True,True,0.007429701276123524,0.09996627271175385,0.653332531452179,1,0.004504555836319923,3
36,confidence,original_reconstruction,0.01,7.581255886179861e-06,0.0,5.551544018089771e-05,2.029711686191149e-05,33.00212097167969,0.0,5.551544290938182e-06,2.0297118226153543e-06,0.0,2.029711686191149e-05,0.0,4.864428046857938e-05,0.0,0.0,0.0,0.0,0.0,0.39154064655303955,0.0,1,0.9950743317604065,True,0.004925632383674383,0.9950743317604065,3.984303930337774e-06,0.678627684362383,True,True,True,0.007450868375599384,0.10010965913534164,0.6533982157707214,1,0.004505231976509094,3
37,confidence,original_reconstruction,0.01,7.610189641127363e-06,0.0,5.5802007409511134e-05,2.029988718277309e-05,33.002010345458984,0.0,5.580200650001643e-06,2.029988763752044e-06,0.0,2.029988718277309e-05,0.0,4.798325608135201e-05,0.0,0.0,0.0,0.0,0.0,0.3915221095085144,0.0,1,0.995107889175415,True,0.004892090801149607,0.995107889175415,3.960397407354321e-06,0.678627684362383,True,True,True,0.007470074109733105,0.10023853927850723,0.6533861756324768,1,0.004505539312958717,3
38,confidence,original_reconstruction,0.01,7.635244401171803e-06,0.0,5.606251579592936e-05,2.028993003477808e-05,33.002113342285156,0.0,5.606251761491876e-06,2.0289930944272783e-06,0.0,2.028993003477808e-05,0.0,4.734583126264624e-05,0.0,0.0,0.0,0.0,0.0,0.39150723814964294,0.0,1,0.9951404333114624,True,0.004859589505940676,0.9951404333114624,3.953477971663233e-06,0.678627684362383,True,True,True,0.007487490773200989,0.10036056488752365,0.6533170342445374,1,0.004504434298723936,3
39,confidence,original_reconstruction,0.01,7.656991328985896e-06,0.0,5.6299151765415445e-05,2.0270761524443515e-05,33.002193450927734,0.0,5.629915449389955e-06,2.0270761069696164e-06,0.0,2.0270761524443515e-05,0.0,4.6805813326500356e-05,0.0,0.0,0.0,0.0,0.0,0.39149343967437744,0.0,1,0.9951682090759277,True,0.0048317755572497845,0.9951682090759277,3.952239239879418e-06,0.678627684362383,True,True,True,0.0075032757595181465,0.10046718269586563,0.6532167792320251,1,0.00450230622664094,3
40,confidence,original_reconstruction,0.01,7.675940651097335e-06,0.0,5.651390893035568e-05,2.0245495761628263e-05,33.002960205078125,0.0,5.651390893035568e-06,2.024549530688091e-06,0.0,2.0245495761628263e-05,0.0,4.63106480310671e-05,0.0,0.0,0.0,0.0,0.0,0.3914802372455597,0.0,1,0.9951937794685364,True,0.0048061637207865715,0.9951937794685364,3.947558980144095e-06,0.678627684362383,True,True,True,0.007517573423683643,0.10056636482477188,0.6532617211341858,1,0.004499499686062336,3
41,confidence,original_reconstruction,0.01,7.691618520766497e-06,0.0,5.6708646297920495e-05,2.0207540728733875e-05,33.00312423706055,0.0,5.670864538842579e-06,2.0207542092975928e-06,0.0,2.0207540728733875e-05,0.0,4.587391231325455e-05,0.0,0.0,0.0,0.0,0.0,0.3914690613746643,0.0,1,0.9952164888381958,True,0.0047835190780460835,0.9952164888381958,3.941695467801765e-06,0.678627684362383,True,True,True,0.007530514150857925,0.10065425932407379,0.6531268954277039,1,0.004495279863476753,3
42,confidence,original_reconstruction,0.01,7.705262760282494e-06,0.0,5.68850664421916e-05,2.0167562979622744e-05,33.0034065246582,0.0,5.688506917067571e-06,2.0167562979622744e-06,0.0,2.0167562979622744e-05,0.0,4.5485165173886344e-05,0.0,0.0,0.0,0.0,0.0,0.39145851135253906,0.0,1,0.9952367544174194,True,0.004763222299516201,0.9952367544174194,3.936692337447312e-06,0.678627684362383,True,True,True,0.007542219012975693,0.10073520243167877,0.6532876491546631,1,0.004490830935537815,3
43,confidence,original_reconstruction,0.01,7.716291293036193e-06,0.0,5.704473005607724e-05,2.0118184693274088e-05,33.003761291503906,0.0,5.704473096557194e-06,2.0118184238526737e-06,0.0,2.0118184693274088e-05,0.0,4.5133085222914815e-05,0.0,0.0,0.0,0.0,0.0,0.39144864678382874,0.0,1,0.9952552318572998,True,0.004744812846183777,0.9952552318572998,3.93256186725921e-06,0.678627684362383,True,True,True,0.007552796043455601,0.10080913454294205,0.652978241443634,1,0.0044853296130895615,3
44,confidence,original_reconstruction,0.01,7.725442628725432e-06,0.0,5.718907414120622e-05,2.0065353965037502e-05,33.00415802001953,0.0,5.7189076869690325e-06,2.0065353965037502e-06,0.0,2.0065353965037502e-05,0.0,4.4791941036237404e-05,0.0,0.0,0.0,0.0,0.0,0.3914392590522766,0.0,1,0.9952731728553772,True,0.004726832266896963,0.9952731728553772,3.9263113649212755e-06,0.678627684362383,True,True,True,0.007562345825135708,0.10087615996599197,0.6530145406723022,1,0.004479436669498682,3
45,confidence,original_reconstruction,0.01,7.733149686828256e-06,0.0,5.7319412007927895e-05,2.001207940338645e-05,33.00459671020508,0.0,5.7319412007927895e-06,2.0012080312881153e-06,0.0,2.001207940338645e-05,0.0,4.450593041838147e-05,0.0,0.0,0.0,0.0,0.0,0.39143213629722595,0.0,1,0.9952882528305054,True,0.004711709450930357,0.9952882528305054,3.91913181374548e-06,0.678627684362383,True,True,True,0.0075709582306444645,0.10093417018651962,0.6529229283332825,1,0.004473486449569464,3
46,confidence,original_reconstruction,0.01,7.73853298596805e-06,0.0,5.743697329307906e-05,1.9948358385590836e-05,33.00501251220703,0.0,5.743697329307906e-06,1.9948358840338187e-06,0.0,1.9948358385590836e-05,0.0,4.424040162120946e-05,0.0,0.0,0.0,0.0,0.0,0.39142531156539917,0.0,1,0.9953023195266724,True,0.004697705619037151,0.9953023195266724,3.912839019903913e-06,0.678627684362383,True,True,True,0.007578718475997448,0.10098979622125626,0.6529678702354431,1,0.004466358572244644,3
47,confidence,original_reconstruction,0.01,7.742759407847188e-06,0.0,5.7542845752323046e-05,1.988475014513824e-05,33.00552749633789,0.0,5.754284757131245e-06,1.9884751054632943e-06,0.0,1.988475014513824e-05,0.0,4.401806290843524e-05,0.0,0.0,0.0,0.0,0.0,0.39141935110092163,0.0,1,0.9953141212463379,True,0.0046858773566782475,0.9953141212463379,3.90345485357102e-06,0.678627684362383,True,True,True,0.007585700135678053,0.10103696584701538,0.6529229283332825,1,0.0044592320919036865,3
48,confidence,original_reconstruction,0.01,7.745401489955839e-06,0.0,5.763806257164106e-05,1.981595232791733e-05,33.005592346191406,0.0,5.763806257164106e-06,1.981595232791733e-06,0.0,1.981595232791733e-05,0.0,4.3809643102576956e-05,0.0,0.0,0.0,0.0,0.0,0.39141398668289185,0.0,1,0.9953252077102661,True,0.004674824420362711,0.9953252077102661,3.89512388210278e-06,0.678627684362383,True,True,True,0.007591973524540663,0.10108347982168198,0.6528831124305725,1,0.004451510962098837,3
49,confidence,original_reconstruction,0.01,7.747215022391174e-06,0.0,5.772354415967129e-05,1.9748600607272238e-05,33.006446838378906,0.0,5.7723545978660695e-06,1.974860197151429e-06,0.0,1.9748600607272238e-05,0.0,4.363670450402424e-05,0.0,0.0,0.0,0.0,0.0,0.3914080858230591,0.0,1,0.9953344464302063,True,0.004665568005293608,0.9953344464302063,3.88482794733136e-06,0.678627684362383,True,True,True,0.007597601041197777,0.10112114250659943,0.6528088450431824,1,0.0044439397752285,3
50,confidence,original_reconstruction,0.01,7.747745257802308e-06,0.0,5.780015271739103e-05,1.967730167962145e-05,33.006568908691406,0.0,5.780015271739103e-06,1.96773021343688e-06,0.0,1.967730167962145e-05,0.0,4.346688001533039e-05,0.0,0.0,0.0,0.0,0.0,0.39140307903289795,0.0,1,0.9953435063362122,True,0.004656471312046051,0.9953435063362122,3.875354195770342e-06,0.678627684362383,True,True,True,0.0076026408933103085,0.1011606752872467,0.6528970003128052,1,0.004435910377651453,3
51,confidence,original_reconstruction,0.01,7.7473823694163e-06,0.0,5.7868655858328566e-05,1.960516965482384e-05,33.006874084472656,0.0,5.786865585832857e-06,1.960517010957119e-06,0.0,1.960516965482384e-05,0.0,4.329683360992931e-05,0.0,0.0,0.0,0.0,0.0,0.39139848947525024,0.0,1,0.9953526258468628,True,0.004647321533411741,0.9953526258468628,3.869261036015814e-06,0.678627684362383,True,True,True,0.007607144769281149,0.10119733959436417,0.6527794003486633,1,0.004427772480994463,3
52,confidence,original_reconstruction,0.01,7.746089977445081e-06,0.0,5.7929777540266514e-05,1.95311240531737e-05,33.007293701171875,0.0,5.7929778449761216e-06,1.9531123598426348e-06,0.0,1.95311240531737e-05,0.0,4.314258330850862e-05,0.0,0.0,0.0,0.0,0.0,0.39139485359191895,0.0,1,0.9953609108924866,True,0.004639070481061935,0.9953609108924866,3.859985554299783e-06,0.678627684362383,True,True,True,0.007611161097884178,0.10122992843389511,0.6528001427650452,1,0.004419403150677681,3
